Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (AIF External Dependency),Custom field (AIF Innovation Potential),Custom field (AIF Sufficiency),Custom field (AIF Value),Custom field (Acceptance Criteria),Custom field (Access to AIAPPS Platform with ability to*),Custom field (Affected services),Custom field (Audience Segment ID),Custom field (Audience Type),Custom field (BCA Started),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Benefit hypothesis),Custom field (Business Value [MM$]),Custom field (CSE FTE Engaged),Custom field (Categories | Regions),Custom field (Category),Custom field (Chance of success),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Committed),Custom field (Compass),Custom field (Concerned Jira or Confluence URLs),Custom field (Concerned users - P&G shortnames only),Custom field (DS ELT Contact),Custom field (Dependency Status),Custom field (Dependency Type),Custom field (Development),Custom field (Domain),Custom field (End date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Facebook Ad Account),Custom field (Have you read the documentation?),Custom field (Impact),Custom field (Issue color),Custom field (Key Sponsor),Custom field (Lead DS),Custom field (Locked forms),Custom field (Model Risk Officer),Custom field (NSR Jira Ticket),Custom field (Needed by),Custom field (Open forms),Custom field (Persons requiring access or project admins (P&G emails are required!)),"Custom field (Provide request details, e.g. application name:)",Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Requesting team),Custom field (Requestor),Custom field (Risk),Satisfaction rating,Custom field (Stage),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Success Metris),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Tier),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type of Product),Custom field (Value),Custom field (What is your issue about?),Custom field ([CHART] Date of First Response),Custom field (itAccess group to map),Comment,Comment.1,Status Category,Watchers.1,Watchers Id.1,Outward issue link (Cloners),Custom field (Epic Link),Epic Link Summary,Sprint,Sprint.1,Comment.2,Parent,Parent summary,Inward issue link (Cloners),Attachment.1,Attachment.2,Attachment.3,Attachment.4,Custom field (Reviewers),Custom field (Reviewers)Id,Inward issue link (Relates),Inward issue link (Relates).1,"Custom field (Support required for Jira, Confluence or both?)",Comment.3,Comment.4,Comment.5,Labels,Inward issue link (Blocks),Inward issue link (Cloners).1,Inward issue link (Cloners).2,Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start).1,Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start).1,Outward issue link (Relates),Outward issue link (Relates).1,Outward issue link (Relates).2,Sprint.2,Sprint.3,Sprint.4,Comment.6,Comment.7,Comment.8,Comment.9,Comment.10,Comment.11,Comment.12,Fix versions,Labels.1,Attachment.5,Attachment.6,Attachment.7,Attachment.8,Custom field (AIF Internal Dependency),Inward issue link (Problem/Incident),Outward issue link (Relates).3,Outward issue link (Relates).4,Outward issue link (Relates).5
Discuss ability to provision resources in regions other than East US 2,DPOA-1258,78015,Story,To Do,DPOA,AI Provisioner,software,Andrew Bloomberg,5b756e39d521620528394596,,https://dslaunchpad.pg.com,Medium,,Jagjeet Singh,5dde91bb7eb2280d03c98dd0,Andrew Bloomberg,5b756e39d521620528394596,Andrew Bloomberg,5b756e39d521620528394596,29/Sep/22 9:43 AM,29/Jun/23 10:18 AM,05/Jul/23 8:18 AM,,,0,"Azure regions beyond US East 2 and China – apparently DS Launchpad is not available today outside of US East 2. We should work towards making it available in all P&G regions. Azure Southeast Asia (Singapore) in particular is needed by the Theia team. They’ve made an interesting comment about this being a “middle ground” environment where they can store anonymized Chinese PII (other than in Azure China). Tactically we should be fine to provision AML manually in Singapore, until DSL is available there.



Need to have discussion with Pete if this is needed",,Andrew Bloomberg,5b756e39d521620528394596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i06ozj:r,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,DPOA-1689,GCP and Azure Enhancements JAS23,,,,115718.0,GCP and Azure Enhancements JAS23,DPOA-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create a procedure for solving deployment issues in AI Provisioner,ITS-220,135878,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,03/Jul/23 6:20 AM,03/Jul/23 6:21 AM,05/Jul/23 8:18 AM,,,0,Create a procedure and automation to solve deployment errors from AIP,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fw7n:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-92,Operations Model,,,,126634.0,Operations Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investigate issues with Actions Runner after Flux v2 update,ITS-219,135870,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,High,,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,03/Jul/23 5:54 AM,03/Jul/23 5:55 AM,05/Jul/23 8:18 AM,,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fw5v:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-4,AKS GHAR cluster updates for AMJ.23,,,,116886.0,AKS GHAR cluster updates for AMJ.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create security group for AIF support operations,ITS-218,135825,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,03/Jul/23 3:09 AM,03/Jul/23 6:25 AM,05/Jul/23 8:18 AM,,,0,Create {{ITSG-MLOpsAz-Operations}} security group for the AIF Operations Team.,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,Security group created and all required permissions assigned.,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fvwz:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,ITS-94,ITS-92,Operations Model,,,,126634.0,Operations Model,,,,,,,,,,,,,,,,,,,,,,ITS-205,,,,,,,,,,,,,,,,,,,,,,,
RITM4822722 Enable a connection to Enterprise Subscription.,ITS-217,135720,Story,Review,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,30/Jun/23 5:55 AM,05/Jul/23 5:33 AM,05/Jul/23 8:18 AM,,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D55ce0c841b3b2554251e0ed8cc4bcb24%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D55ce0c841b3b2554251e0ed8cc4bcb24%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 



Brazil OSB Orchestration is a project that will impact order management in Brazil. This is part of the D&A One JBP.

Create a connection from:

Subscription: PG-NA-External-NonProd-08
Resource Group: AZ-RG-AIP-MLWLAPS
Resource: mlwLAPS

To

Subscription: PG-NA-Enterprise-NonProd-04
Resource Group: AZ-RG-SIMPLEMENT-QA-02
Resource:
[azw-simpl01qa.np-cloud-pg.com|http://azw-simpl01qa.np-cloud-pg.com]
[azw-simpl02qa.np-cloud-pg.com|http://azw-simpl02qa.np-cloud-pg.com]

You will find a PDF with the instruction with eForms. This has been already discussed with AIF Architect Pawel Bober. Feel free to engage:

Product Owner: Erick Munoz
Engineering Lead: Juan Brandao",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fvcr:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4819620 Not able to access KeyVault,ITS-215,135575,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,28/Jun/23 11:40 AM,03/Jul/23 6:23 AM,29/Jun/23 5:42 AM,,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D909201f31be3a11408c20ed8cc4bcbe1%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D909201f31be3a11408c20ed8cc4bcbe1%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|smart-link] 

I'm working on VDI and I'm not able to access mlwpyrogaidevelqg6o1ekv KeyVault because of ""Firewall is turned on and your client IP address is not authorized to access this key vault.""

resource group: AZ-RG-API-MLWPYROGAIDEVEL
subscrpition id: 4a4e68bf-6a30-454d-ab2d-3bc514a605d7",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fujv:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-07-03 10:23:14.428,,"03/Jul/23 6:23 AM;61029d08627b560068c8a078;Sent an email to Rich Weaver, Austin Choi and others about finding a system solution for accessing Key Vaults from VDIs.",,In Progress,Szymon Osiecki,61029d08627b560068c8a078,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create new L3 queue in ServiceNow and reassign people,ITS-208,135447,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Pawel Borowiak,6405ed610e0ddcdce18e3980,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,27/Jun/23 8:47 AM,30/Jun/23 6:15 AM,29/Jun/23 8:28 AM,,,0,"Talk to Hubert Modzelewski about creating new queue: {{P&G_ITS_MLOPS_AZ_L3}}?

Reassign the following people from {{P&G_ITS_MLOPS_AZ}}:

* Szymon Osiecki
* Paweł Borowiak
* Kamil Gajek
* Jagjeet Singh
* Aleksander Kamczyc

to the new {{L3L4}} queue.",,Pawel Borowiak,6405ed610e0ddcdce18e3980,,,,,,,,,,,,,,New queue created and people reassigned.,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0ftuj:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-29 12:28:15.711,,29/Jun/23 8:28 AM;6405ed610e0ddcdce18e3980;Queue request created. To be done until next week. SLA to be added from AI Provisioner  ,"29/Jun/23 8:29 AM;6405ed610e0ddcdce18e3980;Hubert Modzelewski, will confirm when the queue will be ready.",In Progress,Szymon Osiecki,61029d08627b560068c8a078,,ITS-92,Operations Model,,,,126634.0,Operations Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set up Security Groups for AIF support,ITS-205,135034,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,maciej znalezniak,63c927cee28ec74364cc8f59,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,23/Jun/23 6:12 AM,03/Jul/23 6:25 AM,05/Jul/23 8:18 AM,,,0,"Please propose the security group setup similar to the one in CICD support.



After discussion with Kamil Gajek, we decided together that the best solution would be to add new members to the existing ITSG-MLOpsAz-Admin group. Such a solution will not generate unnecessary complications in the future.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0frhf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,26/Jun/23 5:50 AM;61029d08627b560068c8a078;Create {{ITSG-MLOpsAz-Support}} similar to{{ ITSG-MLOpsAz-Admin}} for the AIF Support members.,30/Jun/23 6:21 AM;61029d08627b560068c8a078;Please provide the list of group members.,In Progress,,,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,ITS-218,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investigate the issue with prod AKS cluster attachment in AML,ITS-204,135031,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Highest,,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,23/Jun/23 5:40 AM,03/Jul/23 5:52 AM,05/Jul/23 8:18 AM,,,0,"[shared-k8s - Azure AI | Machine Learning Studio|https://ml.azure.com/compute/shared-k8s/details?wsid=/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourcegroups/AZ-RG-AIP-MLWDEV22JUNE6/providers/Microsoft.MachineLearningServices/workspaces/mlwdev22june6&tid=3596192b-fdf5-4e2c-a6fa-acb706c963d8]

{{Provisioning error}}

{{The Azure Machine Learning extension is not installed in this cluster: /subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIF-AKS-MT-EastUS2-Prod/providers/Microsoft.ContainerService/managedClusters/aks-aif-mt-prod-5f94}}

The attachment was still working fine on June 13th:

[https://ml.azure.com/compute/aks-aif-mt-prod/details?wsid=/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourcegroups/az-rg-api-mlwpyrogaidevel/providers/Microsoft.MachineLearningServices/workspaces/mlwpyrogaidevel&tid=3596192b-fdf5-4e2c-a6fa-acb706c963d8|https://ml.azure.com/compute/aks-aif-mt-prod/details?wsid=/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourcegroups/az-rg-api-mlwpyrogaidevel/providers/Microsoft.MachineLearningServices/workspaces/mlwpyrogaidevel&tid=3596192b-fdf5-4e2c-a6fa-acb706c963d8]",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0frgz:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investigate sftp secured access to storage accounts,ITS-190,133593,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,14/Jun/23 2:42 AM,30/Jun/23 6:00 AM,05/Jul/23 8:18 AM,,,0,"Help ERS team to set up sftp secured access to storage accounts.

Cooperate with Piotr Kropielnicki ([kropielnicki.p@pg.com|mailto:kropielnicki.p@pg.com]) on the task.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fjaz:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-14 08:53:10.132,,"14/Jun/23 4:53 AM;62c7ec27b6357aecd7c7e693;notes:
[https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-support|https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-support|smart-link] 

[https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-support-how-to|https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-support-how-to?tabs=azure-portal]

[https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-known-issues|https://learn.microsoft.com/en-us/azure/storage/blobs/secure-file-transfer-protocol-known-issues|smart-link] ",,In Progress,Tomasz Zagorowicz,62c7ec27b6357aecd7c7e693,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investigate issues with pipelines terminated with -9 sigkill,ITS-175,131986,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,kamil gajek,61d425a20586a2006949ffee,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,06/Jun/23 5:35 AM,07/Jun/23 5:41 AM,05/Jul/23 8:18 AM,,,0,[APE-9999: Test pipe 2 · procter-gamble/de-cf-pyrogai@ec54609 (github.com)|https://github.com/procter-gamble/de-cf-pyrogai/actions/runs/5160211177/jobs/9320154164?pr=455],,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fa0b:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,07/Jun/23 5:41 AM;61029d08627b560068c8a078;[APE-9999: Test pipe 2 · procter-gamble/de-cf-pyrogai@ec54609 (github.com)|https://github.com/procter-gamble/de-cf-pyrogai/actions/runs/5160211177/jobs/9374553442],,In Progress,,,,ITS-4,AKS GHAR cluster updates for AMJ.23,,,,116886.0,AKS GHAR cluster updates for AMJ.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deprovision VDI for Jagjeet,ITS-168,131389,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Jagjeet Singh,5dde91bb7eb2280d03c98dd0,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,31/May/23 5:40 AM,15/Jun/23 7:57 AM,05/Jul/23 8:18 AM,,,0,It is not needed.,,Jagjeet Singh,5dde91bb7eb2280d03c98dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0f6u3:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-02 07:49:04.537,,02/Jun/23 3:49 AM;5dde91bb7eb2280d03c98dd0;Taking backup before decommissioning,15/Jun/23 7:57 AM;5dde91bb7eb2280d03c98dd0;*INC11232030* opened,In Progress,Szymon Osiecki,61029d08627b560068c8a078,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train new operations team members in AIF,ITS-164,130653,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,maciej znalezniak,63c927cee28ec74364cc8f59,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,29/May/23 6:03 AM,30/Jun/23 6:02 AM,05/Jul/23 8:18 AM,,,0,Olaf Kulawik,,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0f2mr:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-30 10:01:19.451,,"30/Jun/23 6:01 AM;63c927cee28ec74364cc8f59;Entry 28/6/2023
",30/Jun/23 6:01 AM;63c927cee28ec74364cc8f59;environment setup part 1 29/6/2023,In Progress,Szymon Osiecki,61029d08627b560068c8a078,,ITS-92,Operations Model,,,30/Jun/23 6:02 AM;63c927cee28ec74364cc8f59;environment setup part 2 4/7/2023,126634.0,Operations Model,,,,,,,,,,,30/Jun/23 6:02 AM;63c927cee28ec74364cc8f59;Delet Cloud target - lab 6/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations Model,ITS-108,127080,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Pawel Borowiak,6405ed610e0ddcdce18e3980,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,27/Apr/23 8:59 AM,21/Jun/23 6:36 AM,29/Jun/23 8:28 AM,,,0,"Contact Henriquez, Hernan about GCP SLAs.

Contact CloudOps about SLAs (ask Darek Sętorek).",,Pawel Borowiak,6405ed610e0ddcdce18e3980,,,,,,,,,28/Apr/23 8:02 AM;6405ed610e0ddcdce18e3980;GCP_Ops_Overview.pdf;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/22353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0efrr:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-05-24 11:18:47.075,,"24/May/23 7:18 AM;6405ed610e0ddcdce18e3980;Waiting for the Grzegorz Pudło answer, about the pricing.","07/Jun/23 11:13 AM;6405ed610e0ddcdce18e3980;Internal discussion about the budget alignment aspects between ITS, DXC and AI Factory",In Progress,Szymon Osiecki,61029d08627b560068c8a078,,ITS-92,Operations Model,,,,126634.0,Operations Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXC Support in AI Factory,ITS-94,126636,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,24/Apr/23 12:57 PM,03/Jul/23 3:09 AM,06/Jun/23 8:54 AM,,,0,Secure DXC resources for the operations support in AI Factory.,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0efs3:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-92,Operations Model,,,,126634.0,Operations Model,ITS-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Develop Jira to ADO export,ITS-91,126633,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Pawel Borowiak,6405ed610e0ddcdce18e3980,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,24/Apr/23 11:12 AM,29/May/23 7:36 AM,13/Jun/23 7:58 AM,,,0,We want to have possibility to periodically export all work items from all Jira boards to our ADO Board for monthly reports.,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,We have ability to sync Jira with ADO board.,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0efrn:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,"29/May/23 7:28 AM;61029d08627b560068c8a078;* Outline the structure for ADO
* Prepare migration query to contain all the required fields
** [Migration - Boards (azure.com)|https://dev.azure.com/pg-cloud/one-portfolio/_queries/query-edit/7531af82-a147-44b3-920f-44d52ed8d7d1/]
* Create new Area(?) or reuse existing one to limit the migration query
* Align components in Jira with Tags(?) in ADO
* Prepare automation for transformation of the export from Jira to be easily imported to ADO
* Transformation of the work item type in Jira to ADO:

 

* Jira filter:
** AI Factory ITS Azure

 

* project IN (""AI Provisioner"",""AIF Pipeline Engine"",""Steps & API - Barbara"",""AI Factory Model Observability"",mlopsdev,""Programmatic Data Engineering"",""AI Factory Program"",""Azure Accelerators_AI Factory"",""ITS Microsoft"",""AI Factory ITS"") AND assignee IN (currentUser(),61d425a20586a2006949ffee,5dde91bb7eb2280d03c98dd0,63c927cee28ec74364cc8f59,6405ed610e0ddcdce18e3980,62c7ec27b6357aecd7c7e693) AND updated >= -4w ORDER BY key ASC, created DESC","29/May/23 7:35 AM;61029d08627b560068c8a078;* [Jira to Azure DevOps/TFS work item migration tool - Visual Studio Marketplace|https://marketplace.visualstudio.com/items?itemName=solidify.jira-devops-migration]
* [solidify/jira-azuredevops-migrator: Tool to migrate work items from Atlassian Jira to Microsoft Azure DevOps/VSTS/TFS. (github.com)|https://github.com/solidify/jira-azuredevops-migrator]",In Progress,,,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
